id,message,label,platform,timestamp
4962,Why are you with them? Send location immediately. Call me at 9085085945,1,Twitter,2024-10-15T21:10:00
4253,Don't ignore me. Reply!I mean it.,1,Discord,2024-10-09T02:42:00
4244,Don't ignore me. Reply!??,1,Discord,2024-11-18T10:12:00
403,"Happy to help, call me if needed.",0,Facebook,2024-11-27T17:36:00
1295,Congrats on your achievement! Thanks!,0,Twitter,2024-11-20T22:36:00
2054,"Hey, are we still on for next week? Edited message.",0,Instagram,2024-10-06T17:06:00
2179,"Sounds good, talk later. See you soon.",0,WhatsApp,2024-10-31T14:26:00
4318,Don't ignore me. Reply!Reply ASAP.,1,Telegram,2024-10-13T03:10:00
1139,"Sure, send me the file when you can. Edited message.",0,WhatsApp,2024-11-17T05:04:00
4146,"I saw you last night with him, tell me who he is.Now.",1,Telegram,2024-10-08T02:36:00
4245,Where are you? Reply now!!!! Where are you?,1,SMS,2024-10-02T08:55:00
2933,Thanks! See you soon. Edited message.,0,Discord,2024-11-29T06:45:00
2503,"Sure, send me the file when you can.",0,WhatsApp,2024-10-24T01:02:00
4723,"I know you're there, why aren't you answering?Now. Where are you?",1,Telegram,2024-10-16T14:04:00
4069,If you don't reply I'll come to your house.!!,1,WhatsApp,2024-10-09T11:14:00
7,"Hey, are we still on for soon? See you soon.",0,Telegram,2024-10-06T17:18:00
893,"Happy to help, call me if needed. :)",0,Instagram,2024-11-18T06:04:00
2560,I'll check and update you tomorrow. :),0,Instagram,2024-11-29T21:31:00
4884,"I saw you last night with him, tell me who he is.I mean it.",1,Telegram,2024-10-12T23:04:00
3496,Where are you? Reply now!!Now. Call me at 9613407874,1,Twitter,2024-11-16T16:59:00
3843,Who are you with? Send me a picture.I mean it.,1,Instagram,2024-11-30T02:26:00
2367,"Got it, I'll be there. Edited message.",0,Telegram,2024-11-30T00:55:00
2796,"Got it, I'll be there. - btw, call me.",0,SMS,2024-11-30T14:41:00
894,"Got it, I'll be there. Sent from mobile.",0,Twitter,2024-10-21T14:56:00
1150,I'll check and update you tomorrow.,0,Twitter,2024-11-25T09:56:00
249,Congrats on your achievement! See you soon.,0,Discord,2024-10-25T16:33:00
3564,Who are you with? Send me a picture.!!1,1,Discord,2024-11-07T20:24:00
2246,Thanks! See you next week. :),0,Twitter,2024-11-14T20:35:00
4233,Why didn't you reply? I saw you online.!!! I saw you online.,1,Discord,2024-11-09T17:13:00
4016,"I know you're there, why aren't you answering?!!! I saw you online.",1,Telegram,2024-11-12T06:43:00
2777,"Got it, I'll be there. See you soon.",0,WhatsApp,2024-10-27T19:44:00
3688,"I know you're there, why aren't you answering?!!",1,WhatsApp,2024-11-08T10:14:00
328,"No worries, take your time. Edited message.",0,Twitter,2024-11-13T20:51:00
2203,"Happy to help, call me if needed. - btw, call me.",0,Telegram,2024-10-30T10:08:00
3142,"I saw you last night with him, tell me who he is.Reply ASAP.",1,Instagram,2024-10-19T03:29:00
1993,"Sounds good, talk later. - btw, call me.",0,Instagram,2024-10-25T11:11:00
374,"Got it, I'll be there. Edited message.",0,Telegram,2024-10-04T11:41:00
4161,If you don't reply I'll come to your house.!!! Where are you?,1,Telegram,2024-11-11T16:58:00
872,"No worries, take your time. Thanks!",0,Facebook,2024-10-13T22:39:00
2974,"Sounds good, talk later. Edited message.",0,Twitter,2024-11-07T19:18:00
1947,"Hey, are we still on for next week? :)",0,Instagram,2024-10-11T17:25:00
1856,"Sure, send me the file when you can. Edited message.",0,SMS,2024-10-31T01:24:00
961,"Sure, send me the file when you can. Sent from mobile.",0,Twitter,2024-10-16T05:42:00
26,"No worries, take your time. Thanks!",0,SMS,2024-10-28T06:59:00
369,Thanks! See you next week.,0,Twitter,2024-11-15T01:15:00
2323,That's hilarious 😂 :),0,Instagram,2024-11-18T15:20:00
2131,"Sure, send me the file when you can. Thanks!",0,Facebook,2024-10-31T09:23:00
2296,Thanks! See you later.,0,Instagram,2024-10-06T22:51:00
4359,Don't ignore me. Reply!!!!,1,Facebook,2024-11-13T16:34:00
3664,Who are you with? Send me a picture.??,1,SMS,2024-11-06T05:38:00
783,"Hey, are we still on for later? Sent from mobile.",0,Discord,2024-11-10T03:28:00
1019,"Thanks! See you this evening. - btw, call me.",0,Facebook,2024-10-06T14:48:00
2385,"Got it, I'll be there. Sent from mobile.",0,Telegram,2024-10-16T07:40:00
1757,I'll check and update you tomorrow. Thanks!,0,Telegram,2024-10-15T02:16:00
4866,Who are you with? Send me a picture.!!1 Reply me now!,1,Facebook,2024-10-28T19:21:00
2172,"No worries, take your time. :)",0,Discord,2024-10-03T01:38:00
3992,Why did you block me? Answer me now!?? I saw you online.,1,Instagram,2024-10-19T14:49:00
3090,"I know you're there, why aren't you answering?!!1 I saw you online.",1,Facebook,2024-11-02T18:04:00
2751,"Sounds good, talk later. - btw, call me.",0,Discord,2024-10-02T18:08:00
1781,"Sounds good, talk later. - btw, call me.",0,Instagram,2024-11-19T03:06:00
3316,If you don't reply I'll come to your house.I mean it.,1,Facebook,2024-10-01T08:29:00
1506,"Happy to help, call me if needed. Thanks! Also, did you get the documents?",0,Facebook,2024-11-17T18:59:00
718,I'll check and update you tomorrow.,0,Instagram,2024-10-03T21:13:00
3902,Who are you with? Send me a picture.?? I saw you online.,1,Twitter,2024-10-31T03:28:00
2942,Thanks! See you this evening. Thanks!,0,Discord,2024-10-11T21:40:00
615,"No worries, take your time.",0,Twitter,2024-11-16T07:14:00
4092,Don't ignore me. Reply!!!,1,Telegram,2024-10-30T17:49:00
3506,Why are you with them? Send location immediately.??,1,SMS,2024-11-13T17:49:00
2723,Thanks! See you Monday. Thanks!,0,Twitter,2024-10-05T04:44:00
58,That's hilarious 😂 Edited message.,0,WhatsApp,2024-10-23T17:56:00
2158,That's hilarious 😂 Sent from mobile.,0,Instagram,2024-11-19T04:13:00
3153,Why didn't you reply? I saw you online.I mean it. Reply me now!,1,Instagram,2024-11-15T17:00:00
4217,Don't ignore me. Reply!,1,WhatsApp,2024-10-08T03:46:00
2249,"Hey, are we still on for this evening? See you soon.",0,Instagram,2024-10-05T21:22:00
3752,"You were active 2 minutes ago, why didn't you respond??? I saw you online.",1,Discord,2024-10-26T17:32:00
3977,Where are you? Reply now!!Reply ASAP. Reply me now!,1,SMS,2024-10-10T00:06:00
1000,"Happy to help, call me if needed. Thanks!",0,Telegram,2024-10-30T21:47:00
3109,Don't ignore me. Reply!!! Reply me now! Call me at 9377737014,1,Discord,2024-11-05T21:39:00
2210,"Happy to help, call me if needed.",0,SMS,2024-10-31T07:42:00
3258,Who are you with? Send me a picture.I mean it.,1,Twitter,2024-11-06T20:22:00
2885,"Happy to help, call me if needed. Happy to help whenever.",0,WhatsApp,2024-11-26T02:33:00
4537,If you don't reply I'll come to your house. I saw you online. Call me at 9055350946,1,Telegram,2024-11-13T23:14:00
1453,I'll check and update you tomorrow. Thanks!,0,Facebook,2024-11-11T01:33:00
1392,"Sounds good, talk later. See you soon.",0,SMS,2024-10-11T11:16:00
172,"Sure, send me the file when you can. :)",0,SMS,2024-11-26T11:33:00
1208,"Happy to help, call me if needed. Edited message.",0,Instagram,2024-10-27T04:01:00
3546,"You were active 2 minutes ago, why didn't you respond?I mean it.",1,WhatsApp,2024-11-03T04:29:00
2702,"No worries, take your time. Edited message.",0,Telegram,2024-10-11T21:17:00
4838,Why did you block me? Answer me now!I mean it.,1,Discord,2024-10-17T10:49:00
3677,Who are you with? Send me a picture.??,1,Facebook,2024-11-27T09:07:00
3066,If you don't reply I'll come to your house.Now.,1,WhatsApp,2024-11-28T00:32:00
2447,"Sure, send me the file when you can. Sent from mobile.",0,Twitter,2024-10-07T06:01:00
3453,"You were active 2 minutes ago, why didn't you respond?",1,SMS,2024-11-18T08:39:00
4048,Who are you with? Send me a picture.,1,SMS,2024-11-16T03:07:00
3615,Don't ignore me. Reply!!!,1,Discord,2024-10-03T10:43:00
194,"No worries, take your time. See you soon.",0,WhatsApp,2024-10-04T15:54:00
1238,"No worries, take your time. See you soon.",0,Twitter,2024-11-13T22:09:00
3540,Don't ignore me. Reply!Reply ASAP. Reply me now!,1,WhatsApp,2024-11-21T16:19:00
3578,Why didn't you reply? I saw you online.Reply ASAP. Call me at 9108377056,1,Facebook,2024-11-28T02:24:00
4315,Why did you block me? Answer me now!!!1,1,Telegram,2024-10-08T03:17:00
3886,"You were active 2 minutes ago, why didn't you respond?Reply ASAP.",1,Instagram,2024-11-06T08:43:00
3023,"I know you're there, why aren't you answering?Now.",1,Facebook,2024-11-20T23:55:00
4252,Why didn't you reply? I saw you online.Now. Where are you?,1,WhatsApp,2024-10-27T14:12:00
1519,"No worries, take your time. Thanks!",0,Instagram,2024-11-14T17:25:00
1607,Congrats on your achievement! :),0,Instagram,2024-11-06T06:37:00
2505,"Sure, send me the file when you can.",0,SMS,2024-10-04T00:07:00
780,"Got it, I'll be there. :)",0,WhatsApp,2024-10-12T13:31:00
1713,"Got it, I'll be there. :) Also, did you get the documents?",0,SMS,2024-10-08T20:36:00
4878,"I know you're there, why aren't you answering?Now. I saw you online.",1,Twitter,2024-11-22T07:25:00
3110,"I saw you last night with him, tell me who he is.?? Call me at 9958209204",1,Facebook,2024-10-14T23:23:00
4497,"I know you're there, why aren't you answering?!! I saw you online.",1,SMS,2024-11-22T11:26:00
2044,"Hey, are we still on for later? Thanks!",0,SMS,2024-10-25T21:29:00
3954,Why didn't you reply? I saw you online.!!1 Reply me now! Call me at 9326466318,1,Discord,2024-10-26T11:27:00
3181,Don't ignore me. Reply!??,1,Facebook,2024-11-11T19:24:00
4587,Why did you block me? Answer me now!!!! Where are you?,1,Discord,2024-11-24T18:57:00
4516,If you don't reply I'll come to your house.Reply ASAP.,1,Facebook,2024-10-18T20:46:00
3175,"I know you're there, why aren't you answering?!!",1,Instagram,2024-11-06T02:51:00
2878,"Sure, send me the file when you can. Edited message.",0,WhatsApp,2024-10-19T09:18:00
1131,"Sounds good, talk later. Sent from mobile.",0,Facebook,2024-11-14T18:11:00
2007,"Happy to help, call me if needed. Thanks! Let's reschedule if needed.",0,SMS,2024-11-23T22:05:00
3685,"I know you're there, why aren't you answering?I mean it.",1,Instagram,2024-10-23T09:49:00
699,Congrats on your achievement! See you soon.,0,WhatsApp,2024-10-20T06:47:00
377,"I'll check and update you tomorrow. - btw, call me.",0,Telegram,2024-11-05T16:08:00
3145,Why didn't you reply? I saw you online.,1,Discord,2024-11-13T01:22:00
1743,"Sounds good, talk later. Sent from mobile.",0,WhatsApp,2024-10-18T13:07:00
3442,"I saw you last night with him, tell me who he is.!!! I saw you online.",1,Twitter,2024-10-09T16:58:00
4310,Don't ignore me. Reply!!!! Reply me now! Call me at 9797604198,1,Twitter,2024-10-10T18:06:00
22,"No worries, take your time. :)",0,Discord,2024-10-11T17:49:00
948,"Happy to help, call me if needed. :)",0,Facebook,2024-11-09T10:34:00
1676,Congrats on your achievement! :),0,SMS,2024-11-24T19:20:00
2831,"Sounds good, talk later. Sent from mobile.",0,Twitter,2024-11-08T22:44:00
3907,If you don't reply I'll come to your house.!!,1,SMS,2024-11-04T19:43:00
1311,That's hilarious 😂 Sent from mobile.,0,SMS,2024-10-27T12:14:00
3531,Who are you with? Send me a picture.I mean it.,1,Twitter,2024-10-20T12:52:00
4541,Where are you? Reply now!!!!,1,Instagram,2024-11-20T05:04:00
4121,Why didn't you reply? I saw you online.!!1 Where are you?,1,Telegram,2024-10-30T17:54:00
4319,"You were active 2 minutes ago, why didn't you respond?I mean it.",1,Facebook,2024-10-29T05:47:00
3451,"You were active 2 minutes ago, why didn't you respond???",1,WhatsApp,2024-11-06T13:36:00
831,"Hey, are we still on for next week? Sent from mobile.",0,SMS,2024-10-16T10:46:00
4169,Who are you with? Send me a picture.!!1,1,Instagram,2024-11-13T12:43:00
1502,"Happy to help, call me if needed. Edited message.",0,Telegram,2024-11-30T21:07:00
3349,If you don't reply I'll come to your house.??,1,Telegram,2024-11-13T06:13:00
1184,"Sounds good, talk later. :)",0,Instagram,2024-10-14T08:28:00
1530,"No worries, take your time.",0,SMS,2024-10-31T08:44:00
109,I'll check and update you tomorrow. Thanks!,0,Facebook,2024-10-18T19:44:00
954,"Sounds good, talk later. :)",0,SMS,2024-10-17T11:25:00
3443,Don't ignore me. Reply!I mean it.,1,Discord,2024-10-11T17:38:00
4530,Why did you block me? Answer me now!??,1,SMS,2024-10-28T14:25:00
3991,If you don't reply I'll come to your house.,1,Facebook,2024-10-07T08:30:00
755,"Hey, are we still on for later?",0,Discord,2024-10-26T11:42:00
988,Congrats on your achievement! Thanks!,0,Instagram,2024-11-02T02:54:00
3909,Why did you block me? Answer me now!I mean it.,1,Facebook,2024-10-24T16:38:00
2314,"Sure, send me the file when you can. Edited message.",0,Telegram,2024-10-30T11:21:00
3339,Who are you with? Send me a picture.Now.,1,Instagram,2024-10-12T00:19:00
3666,Why didn't you reply? I saw you online.!!1 Call me at 9986297120,1,Discord,2024-11-27T10:52:00
3486,Why didn't you reply? I saw you online.!!!,1,Discord,2024-11-23T15:56:00
3599,Why didn't you reply? I saw you online.!!!,1,Telegram,2024-11-07T21:14:00
3380,"You were active 2 minutes ago, why didn't you respond?Reply ASAP. Call me at 9383794405",1,Telegram,2024-10-19T03:35:00
1513,Congrats on your achievement! Thanks!,0,Twitter,2024-10-08T08:54:00
4951,Why did you block me? Answer me now!!!!,1,Instagram,2024-10-07T12:02:00
583,"Sounds good, talk later. Edited message.",0,SMS,2024-11-25T11:52:00
390,I'll check and update you tomorrow. :),0,Facebook,2024-10-11T04:46:00
4463,"I saw you last night with him, tell me who he is.?? Reply me now!",1,WhatsApp,2024-10-27T20:08:00
3941,"You were active 2 minutes ago, why didn't you respond?!!",1,Facebook,2024-10-01T05:57:00
103,"No worries, take your time. Edited message.",0,SMS,2024-11-11T10:00:00
202,"That's hilarious 😂 - btw, call me. Happy to help whenever.",0,SMS,2024-10-22T21:07:00
3326,Don't ignore me. Reply!I mean it.,1,Twitter,2024-10-27T05:52:00
2036,"Happy to help, call me if needed. Edited message.",0,SMS,2024-10-26T17:04:00
4357,Don't ignore me. Reply!,1,Discord,2024-11-20T09:08:00
4292,If you don't reply I'll come to your house.Reply ASAP. Where are you?,1,SMS,2024-10-24T02:48:00
2527,"Got it, I'll be there. See you soon.",0,SMS,2024-10-05T07:55:00
2491,"Happy to help, call me if needed. Sent from mobile.",0,SMS,2024-10-15T10:59:00
4170,Why did you block me? Answer me now!??,1,Twitter,2024-10-12T04:53:00
2890,I'll check and update you tomorrow. See you soon.,0,SMS,2024-11-30T01:20:00
2295,I'll check and update you tomorrow. :),0,WhatsApp,2024-10-31T15:06:00
141,I'll check and update you tomorrow. :),0,Instagram,2024-11-29T09:28:00
4585,Why didn't you reply? I saw you online.!!!,1,Discord,2024-10-03T18:19:00
3669,Don't ignore me. Reply!??,1,SMS,2024-10-12T04:10:00
4865,Where are you? Reply now!!!!!,1,SMS,2024-11-14T01:12:00
51,"Thanks! See you later. Thanks! Also, did you get the documents?",0,Twitter,2024-11-05T04:17:00
1175,Congrats on your achievement! See you soon.,0,Instagram,2024-10-13T00:15:00
2545,I'll check and update you tomorrow. See you soon.,0,Facebook,2024-11-26T06:29:00
3113,"I saw you last night with him, tell me who he is.I mean it. I saw you online.",1,Twitter,2024-10-17T09:59:00
2649,Thanks! See you soon. :),0,WhatsApp,2024-10-15T07:47:00
1287,"No worries, take your time. Sent from mobile.",0,Telegram,2024-11-14T11:56:00
4924,Why didn't you reply? I saw you online.Reply ASAP.,1,Discord,2024-11-20T14:19:00
3524,Why did you block me? Answer me now!Reply ASAP.,1,Discord,2024-11-27T12:07:00
1988,"Sure, send me the file when you can. See you soon.",0,Discord,2024-11-03T10:33:00
543,Thanks! See you next week. Sent from mobile.,0,WhatsApp,2024-10-24T22:42:00
3348,"I saw you last night with him, tell me who he is.Now. Reply me now!",1,Instagram,2024-11-24T07:11:00
4781,"I saw you last night with him, tell me who he is.!!! Reply me now! Call me at 9676127827",1,Twitter,2024-11-15T07:53:00
2855,Congrats on your achievement! Sent from mobile.,0,Twitter,2024-10-19T08:14:00
3556,Where are you? Reply now!!?? I saw you online.,1,WhatsApp,2024-11-07T14:48:00
303,That's hilarious 😂 :),0,Twitter,2024-10-21T23:55:00
4155,Who are you with? Send me a picture.Reply ASAP. Reply me now!,1,Discord,2024-10-25T13:37:00
466,Thanks! See you soon. Sent from mobile.,0,WhatsApp,2024-10-26T16:47:00
1998,I'll check and update you tomorrow. Edited message.,0,Instagram,2024-10-31T23:55:00
3359,If you don't reply I'll come to your house.??,1,Twitter,2024-11-01T05:47:00
3093,Why didn't you reply? I saw you online.Reply ASAP.,1,WhatsApp,2024-11-24T18:09:00
298,Congrats on your achievement! Sent from mobile.,0,WhatsApp,2024-11-22T00:05:00
386,"Sounds good, talk later. Thanks!",0,SMS,2024-11-25T07:47:00
2280,"Hey, are we still on for this evening? See you soon.",0,SMS,2024-10-04T21:55:00
4195,"I saw you last night with him, tell me who he is.!!",1,Discord,2024-11-06T09:49:00
2006,"No worries, take your time. :)",0,Discord,2024-11-23T00:19:00
115,Thanks! See you soon. :),0,Twitter,2024-11-04T22:11:00
3944,Why didn't you reply? I saw you online.!!!,1,Telegram,2024-11-21T14:18:00
4547,Where are you? Reply now!!??,1,SMS,2024-10-02T21:21:00
4710,If you don't reply I'll come to your house.?? Call me at 9032114179,1,SMS,2024-10-06T09:14:00
2398,"Got it, I'll be there.",0,Instagram,2024-10-10T03:33:00
1706,"Sounds good, talk later.",0,Discord,2024-11-28T14:26:00
1436,"No worries, take your time. Edited message.",0,WhatsApp,2024-10-25T22:19:00
3031,Who are you with? Send me a picture.!!1,1,Discord,2024-10-29T13:56:00
4167,Why are you with them? Send location immediately.Now.,1,Twitter,2024-11-13T12:33:00
2315,That's hilarious 😂 See you soon.,0,SMS,2024-10-14T07:13:00
1918,"Sounds good, talk later. - btw, call me.",0,SMS,2024-10-21T03:22:00
759,"Hey, are we still on for this evening? :)",0,WhatsApp,2024-11-05T02:32:00
4279,Why didn't you reply? I saw you online.!!1,1,Telegram,2024-11-18T12:03:00
35,That's hilarious 😂 :),0,SMS,2024-10-29T04:27:00
2881,I'll check and update you tomorrow. Thanks!,0,Instagram,2024-11-17T00:08:00
1426,"Sounds good, talk later. See you soon.",0,SMS,2024-10-08T11:04:00
3919,Why did you block me? Answer me now!,1,SMS,2024-11-09T13:55:00
1724,"Happy to help, call me if needed. :)",0,Twitter,2024-11-08T01:07:00
4006,"I saw you last night with him, tell me who he is.??",1,Discord,2024-10-29T12:11:00
748,"Thanks! See you later. - btw, call me.",0,Facebook,2024-11-21T17:39:00
494,"Happy to help, call me if needed. See you soon.",0,Discord,2024-10-16T01:15:00
2965,"Hey, are we still on for soon? Edited message.",0,Instagram,2024-11-04T17:04:00
415,That's hilarious 😂,0,Telegram,2024-11-19T02:46:00
3409,"I saw you last night with him, tell me who he is.Reply ASAP.",1,Facebook,2024-11-16T07:30:00
1410,"Congrats on your achievement! - btw, call me.",0,Telegram,2024-10-14T12:04:00
1562,Thanks! See you soon. Thanks!,0,Telegram,2024-11-21T00:27:00
785,"Hey, are we still on for Monday?",0,Twitter,2024-11-08T06:36:00
3489,"I know you're there, why aren't you answering?",1,Facebook,2024-11-30T11:52:00
2864,Thanks! See you this evening. Sent from mobile.,0,WhatsApp,2024-11-19T11:11:00
1430,"Hey, are we still on for this evening?",0,Instagram,2024-10-21T21:47:00
2348,Thanks! See you tomorrow. Edited message. Let's reschedule if needed.,0,Discord,2024-11-28T19:04:00
3516,Why are you with them? Send location immediately.!!1,1,SMS,2024-10-09T08:56:00
146,"Got it, I'll be there. :)",0,SMS,2024-11-17T04:55:00
156,That's hilarious 😂 Edited message.,0,Telegram,2024-11-25T17:02:00
2718,"Hey, are we still on for next week? Sent from mobile.",0,Discord,2024-11-29T16:11:00
654,"Sounds good, talk later. Sent from mobile.",0,Telegram,2024-11-22T06:45:00
3419,"You were active 2 minutes ago, why didn't you respond?I mean it.",1,SMS,2024-11-28T11:52:00
1186,"Thanks! See you this evening. - btw, call me.",0,Twitter,2024-10-16T08:56:00
3036,If you don't reply I'll come to your house.!!1 Where are you?,1,SMS,2024-11-26T11:28:00
3190,Why didn't you reply? I saw you online.?? I saw you online.,1,Discord,2024-11-12T16:31:00
3780,Where are you? Reply now!!Reply ASAP.,1,SMS,2024-11-17T02:46:00
2606,"Hey, are we still on for Monday?",0,Discord,2024-11-21T08:34:00
3933,Don't ignore me. Reply!!!,1,Facebook,2024-10-29T22:58:00
2730,"No worries, take your time. :)",0,Discord,2024-11-28T23:01:00
1533,"Sure, send me the file when you can.",0,Discord,2024-11-04T16:31:00
4868,Who are you with? Send me a picture. Where are you?,1,WhatsApp,2024-10-13T13:19:00
1541,"That's hilarious 😂 - btw, call me.",0,Twitter,2024-10-07T21:52:00
3834,Why are you with them? Send location immediately.I mean it.,1,Twitter,2024-10-11T07:46:00
231,"Happy to help, call me if needed. Edited message.",0,Discord,2024-10-06T19:38:00
644,I'll check and update you tomorrow. :),0,Facebook,2024-10-04T16:14:00
2686,"Sounds good, talk later. Edited message.",0,Discord,2024-10-20T21:27:00
4370,"You were active 2 minutes ago, why didn't you respond?Now.",1,Telegram,2024-10-28T14:37:00
4797,"You were active 2 minutes ago, why didn't you respond?Reply ASAP.",1,SMS,2024-11-30T15:29:00
118,"Hey, are we still on for soon? - btw, call me.",0,WhatsApp,2024-10-04T17:18:00
3716,"You were active 2 minutes ago, why didn't you respond???",1,Discord,2024-10-16T10:19:00
3638,Why are you with them? Send location immediately.Reply ASAP.,1,Discord,2024-11-09T19:39:00
4215,Why didn't you reply? I saw you online.Reply ASAP. Call me at 9647969968,1,Instagram,2024-10-17T08:38:00
3152,Where are you? Reply now!!!!!,1,WhatsApp,2024-11-14T19:08:00
2559,"Happy to help, call me if needed.",0,Instagram,2024-11-24T01:16:00
4693,Why are you with them? Send location immediately.??,1,WhatsApp,2024-11-04T07:03:00
4272,"You were active 2 minutes ago, why didn't you respond?!!",1,Telegram,2024-10-15T19:09:00
4897,If you don't reply I'll come to your house.!!! Where are you?,1,Twitter,2024-11-08T08:26:00
936,That's hilarious 😂,0,WhatsApp,2024-11-01T07:23:00
2977,"I'll check and update you tomorrow. - btw, call me.",0,SMS,2024-11-24T05:06:00
307,That's hilarious 😂 Edited message.,0,Discord,2024-10-11T15:32:00
4552,Who are you with? Send me a picture.I mean it. Where are you?,1,WhatsApp,2024-10-13T00:32:00
680,Thanks! See you next week. :),0,SMS,2024-10-26T02:22:00
1727,"Hey, are we still on for next week? - btw, call me.",0,Instagram,2024-11-25T11:07:00
4822,Where are you? Reply now!!I mean it.,1,Telegram,2024-11-23T22:10:00
514,"Sure, send me the file when you can. - btw, call me.",0,Telegram,2024-11-12T04:15:00
1849,That's hilarious 😂 Thanks!,0,Discord,2024-10-04T04:13:00
2724,"Sure, send me the file when you can. Edited message.",0,Instagram,2024-11-03T18:41:00
858,That's hilarious 😂 Edited message.,0,WhatsApp,2024-11-13T23:25:00
2904,Thanks! See you later. See you soon.,0,Discord,2024-11-25T18:28:00
1995,That's hilarious 😂 Thanks!,0,SMS,2024-11-28T00:38:00
696,"Sounds good, talk later. Edited message.",0,Discord,2024-11-24T17:18:00
729,"Hey, are we still on for next week? :) Let's reschedule if needed.",0,Instagram,2024-11-03T12:38:00
3104,"I saw you last night with him, tell me who he is.Reply ASAP. Call me at 9519548128",1,Facebook,2024-11-27T22:53:00
4970,Who are you with? Send me a picture.I mean it.,1,WhatsApp,2024-10-04T08:21:00
1606,"Got it, I'll be there. Sent from mobile.",0,SMS,2024-11-19T12:25:00
413,"Happy to help, call me if needed. :) Let's reschedule if needed.",0,Telegram,2024-11-05T17:32:00
4596,Why didn't you reply? I saw you online.??,1,Telegram,2024-10-10T12:14:00
4699,"I saw you last night with him, tell me who he is.",1,Facebook,2024-11-22T12:13:00
2661,I'll check and update you tomorrow. See you soon.,0,WhatsApp,2024-11-19T07:41:00
3282,"I saw you last night with him, tell me who he is.?? Call me at 9249098112",1,Twitter,2024-10-29T22:37:00
2652,"Sure, send me the file when you can. Thanks!",0,Instagram,2024-10-10T23:41:00
2670,"Sounds good, talk later. See you soon.",0,SMS,2024-11-06T18:22:00
2641,That's hilarious 😂 :),0,SMS,2024-11-14T03:40:00
2267,"I'll check and update you tomorrow. - btw, call me. Happy to help whenever.",0,Discord,2024-11-30T03:51:00
368,"Sure, send me the file when you can. Sent from mobile.",0,WhatsApp,2024-10-16T06:04:00
179,Thanks! See you soon. Sent from mobile.,0,Twitter,2024-10-20T20:26:00
2279,Congrats on your achievement! :),0,Twitter,2024-10-04T17:01:00
3514,Don't ignore me. Reply!Reply ASAP.,1,Telegram,2024-10-02T14:20:00
4363,If you don't reply I'll come to your house.Reply ASAP.,1,Instagram,2024-10-22T00:36:00
259,"Happy to help, call me if needed.",0,Twitter,2024-11-20T19:29:00
1904,"Got it, I'll be there. Thanks!",0,Facebook,2024-10-21T03:05:00
1726,"No worries, take your time. Thanks!",0,Instagram,2024-11-08T00:34:00
2094,"Hey, are we still on for this evening? See you soon.",0,SMS,2024-11-10T20:28:00
3432,Don't ignore me. Reply!!!1 Call me at 9799307594,1,WhatsApp,2024-10-08T18:15:00
2416,"Sounds good, talk later. Sent from mobile.",0,SMS,2024-10-02T09:00:00
4982,"I saw you last night with him, tell me who he is.!!1 I saw you online.",1,Facebook,2024-11-07T18:43:00
490,"Sure, send me the file when you can. Thanks!",0,SMS,2024-11-19T13:27:00
3771,Why are you with them? Send location immediately.Reply ASAP. Reply me now!,1,SMS,2024-11-18T21:11:00
2684,"Hey, are we still on for soon? :)",0,Instagram,2024-10-13T04:18:00
226,Thanks! See you later. Thanks!,0,SMS,2024-10-10T20:04:00
3268,Don't ignore me. Reply!,1,Instagram,2024-11-08T23:30:00
3773,Where are you? Reply now!!??,1,Telegram,2024-10-03T06:19:00
3024,If you don't reply I'll come to your house.Now.,1,Facebook,2024-11-20T13:16:00
3167,Who are you with? Send me a picture.??,1,Telegram,2024-11-01T11:54:00
4635,Where are you? Reply now!!!!,1,SMS,2024-11-11T14:05:00
4638,"I saw you last night with him, tell me who he is.!!1",1,WhatsApp,2024-11-03T17:15:00
4766,"You were active 2 minutes ago, why didn't you respond???",1,Facebook,2024-10-26T09:25:00
3003,Who are you with? Send me a picture.I mean it. Call me at 9023681194,1,SMS,2024-11-23T02:05:00
223,"No worries, take your time. See you soon.",0,Twitter,2024-10-22T07:21:00
287,"Thanks! See you next week. - btw, call me.",0,Facebook,2024-11-24T05:45:00
314,Thanks! See you later.,0,Discord,2024-10-22T17:23:00
3815,Who are you with? Send me a picture.!!,1,Facebook,2024-11-14T13:24:00
3460,Don't ignore me. Reply!Now.,1,WhatsApp,2024-11-23T08:06:00
1875,Congrats on your achievement! Sent from mobile. Happy to help whenever.,0,Discord,2024-11-09T13:55:00
3131,"You were active 2 minutes ago, why didn't you respond???",1,WhatsApp,2024-10-14T22:57:00
877,"I'll check and update you tomorrow. Edited message. Also, did you get the documents?",0,SMS,2024-10-20T10:31:00
4882,Why are you with them? Send location immediately. Call me at 9365888604,1,Twitter,2024-10-07T05:02:00
453,"I'll check and update you tomorrow. :) Also, did you get the documents?",0,Discord,2024-11-18T07:18:00
4415,Who are you with? Send me a picture.Reply ASAP.,1,SMS,2024-10-24T00:33:00
5000,Why didn't you reply? I saw you online.??,1,Discord,2024-10-16T05:46:00
1474,Thanks! See you tomorrow. Edited message.,0,Telegram,2024-10-26T22:37:00
1520,Thanks! See you later. Thanks!,0,SMS,2024-11-25T01:54:00
3998,"I know you're there, why aren't you answering?Now.",1,Telegram,2024-10-16T21:36:00
3904,"You were active 2 minutes ago, why didn't you respond? Reply me now!",1,Facebook,2024-11-25T22:34:00
